,ID_NUM,Match_Prop,L_Min,Run_time,Patterns_Found,Expected_Patterns,Length of Input Strings
36,36.0,0.8,10.0,0.05929088592529297,4.0,5.0,200.0
37,37.0,0.8,10.0,0.08216047286987305,5.0,6.0,250.0
38,38.0,0.8,10.0,0.03119373321533203,3.0,4.0,150.0
39,39.0,0.8,10.0,0.07129430770874023,5.0,6.0,250.0
40,40.0,0.8,10.0,0.14374494552612305,8.0,9.0,400.0
41,41.0,0.8,10.0,0.13982796669006348,8.0,9.0,400.0
42,42.0,0.8,10.0,0.19812941551208496,10.0,12.0,500.0
43,43.0,0.8,10.0,0.031267404556274414,3.0,4.0,150.0
44,44.0,0.8,10.0,0.12208676338195801,7.0,8.0,350.0
45,45.0,0.8,10.0,0.04948306083679199,4.0,5.0,200.0
46,46.0,0.8,10.0,0.20503568649291992,10.0,12.0,500.0
47,47.0,0.8,10.0,0.10509848594665527,6.0,7.0,300.0
48,48.0,0.8,10.0,0.05336761474609375,4.0,5.0,200.0
49,49.0,0.8,10.0,0.04851722717285156,4.0,5.0,200.0
50,50.0,0.8,10.0,0.07784533500671387,5.0,6.0,250.0
51,51.0,0.8,10.0,0.014999151229858398,2.0,3.0,100.0
52,52.0,0.8,10.0,0.17736482620239258,10.0,12.0,500.0
53,53.0,0.8,10.0,0.14170527458190918,8.0,9.0,400.0
54,54.0,0.8,10.0,0.16588473320007324,9.0,10.0,450.0
55,55.0,0.8,10.0,0.031199932098388672,3.0,4.0,150.0
56,56.0,0.8,10.0,0.07724499702453613,5.0,6.0,250.0
57,57.0,0.8,10.0,0.015000581741333008,2.0,3.0,100.0
58,58.0,0.8,10.0,0.11692261695861816,7.0,8.0,350.0
59,59.0,0.8,10.0,0.1212320327758789,7.0,8.0,350.0
60,60.0,0.8,10.0,0.03264594078063965,3.0,4.0,150.0
61,61.0,0.8,10.0,0.10394692420959473,6.0,7.0,300.0
62,62.0,0.8,10.0,0.10185694694519043,6.0,7.0,300.0
63,63.0,0.8,10.0,0.1077125072479248,6.0,7.0,300.0
64,64.0,0.8,10.0,0.1236412525177002,7.0,8.0,350.0
65,65.0,0.8,10.0,0.011993646621704102,2.0,3.0,100.0
66,66.0,0.8,10.0,0.05012917518615723,4.0,5.0,200.0
67,67.0,0.8,10.0,0.01540064811706543,2.0,3.0,100.0
68,68.0,0.8,10.0,0.04419136047363281,4.0,5.0,200.0
69,69.0,0.8,10.0,0.17529010772705078,9.0,10.0,450.0
70,70.0,0.8,10.0,0.17062926292419434,9.0,10.0,450.0
71,71.0,0.8,10.0,0.012997627258300781,2.0,3.0,100.0
72,72.0,0.8,10.0,0.13590097427368164,8.0,9.0,400.0
73,73.0,0.8,10.0,0.04815506935119629,4.0,5.0,200.0
74,74.0,0.8,10.0,0.1490647792816162,9.0,10.0,450.0
75,75.0,0.8,10.0,0.14538931846618652,8.0,9.0,400.0
76,76.0,0.8,10.0,0.09872961044311523,6.0,7.0,300.0
77,77.0,0.8,10.0,0.049798011779785156,4.0,5.0,200.0
78,78.0,0.8,10.0,0.01649928092956543,2.0,3.0,100.0
79,79.0,0.8,10.0,0.12059259414672852,7.0,8.0,350.0
80,80.0,0.8,10.0,0.12008237838745117,7.0,8.0,350.0
81,81.0,0.8,10.0,0.07348370552062988,5.0,6.0,250.0
82,82.0,0.8,10.0,0.16539430618286133,10.0,12.0,500.0
83,83.0,0.8,10.0,0.08182573318481445,5.0,6.0,250.0
84,84.0,0.8,10.0,0.07416319847106934,5.0,6.0,250.0
85,85.0,0.8,10.0,0.15757179260253906,9.0,10.0,450.0
86,86.0,0.8,10.0,0.03199005126953125,3.0,4.0,150.0
87,87.0,0.8,10.0,0.18261337280273438,9.0,10.0,450.0
88,88.0,0.8,10.0,0.027529239654541016,3.0,4.0,150.0
89,89.0,0.8,10.0,0.1393566131591797,8.0,9.0,400.0
90,90.0,0.8,10.0,0.1458604335784912,8.0,9.0,400.0
91,91.0,0.8,10.0,0.04622006416320801,4.0,5.0,200.0
92,92.0,0.8,10.0,0.15133309364318848,8.0,9.0,400.0
93,93.0,0.8,10.0,0.09997963905334473,6.0,7.0,300.0
94,94.0,0.8,10.0,0.0684666633605957,5.0,6.0,250.0
95,95.0,0.8,10.0,0.13445329666137695,8.0,9.0,400.0
96,96.0,0.8,10.0,0.15932917594909668,9.0,10.0,450.0
97,97.0,0.8,10.0,0.04749727249145508,4.0,5.0,200.0
98,98.0,0.8,10.0,0.014997243881225586,2.0,3.0,100.0
99,99.0,0.8,10.0,0.13985848426818848,7.0,9.0,400.0
